120,-5,40
63,-6,14
48,-7,6
111,-6,46
47,-9,7
114,-9,46
79,-7,34
16,-6,15
7,-5,12
13,-7,12
54,-7,41
38,-5,38
27,-5,38
37,-10,39
16,-4,49
177,-30,81
10,-10,38
63,-19,51
10,-11,46
40,-17,57
5,-17,52
181,-33,122
50,-27,69
43,-24,80
179,-37,122
13,-35,52
50,-40,77
19,-46,49
182,-56,126
105,-73,55
105,-73,62
57,-93,93
105,-112,62
104,-120,59
103,-121,57
101,-122,55
103,-124,64
105,-127,62
101,-128,55
105,-130,59
