416,333
288,326
252,325
403,322
252,321
408,317
335,316
207,306
190,306
200,304
297,300
266,298
248,294
266,289
243,283
557,278
221,278
322,274
230,272
287,265
228,256
583,244
315,243
312,239
581,236
239,227
322,217
245,212
592,202
405,187
410,183
349,115
414,103
411,87
408,85
401,84
414,76
416,71
402,71
413,67
